ID	gdp_2008	gdp_pps_2008	pop_t_2008	gdppercapita
AT111	700000	641000	37,452	18690,5906226637
AT112	3573000	3272000	146,383	24408,5720336378
AT113	1947000	1783000	97,35	20000
AT121	6341000	5807000	241,083	26302,144904452
AT122	6306000	5774000	251,838	25039,9066066281
AT123	4919000	4504000	147,468	33356,389182738
AT124	5180000	4743000	221,222	23415,3926824638
AT125	2084000	1908000	123,848	16827,0783541115
AT126	7132000	6530000	298,285	23910,0189416162
AT127	12811000	11731000	312,794	40956,6679667769
AT130	75049000	68722000	1674,909	44807,8074689431
AT211	9139000	8369000	274,722	33266,3565349699
AT212	3068000	2810000	129,886	23620,7135488043
AT213	3772000	3454000	155,714	24223,8976585278
AT221	15365000	14070000	390,764	39320,4082259369
AT222	2217000	2030000	80,673	27481,3134505969
AT223	4968000	4550000	169,119	29375,7649938801
AT224	6081000	5568000	268,186	22674,5616848009
AT225	4240000	3882000	190,684	22235,7408067798
AT226	2574000	2357000	105,521	24393,2487372182
AT311	7077000	6481000	274,955	25738,7572511866
AT312	24423000	22364000	545,051	44808,6509335824
AT313	3907000	3578000	204,174	19135,6392096937
AT314	4942000	4525000	153,101	32279,345007544
AT315	6937000	6352000	229,383	30241,9970093686
AT321	505000	463000	21,051	23989,3591753361
AT322	5312000	4864000	162,999	32589,1569886932
AT323	14667000	13431000	343,402	42710,875300668
AT331	1245000	1140000	31,874	39060,0489427119
AT332	10414000	9536000	280,137	37174,6681088182
AT333	1220000	1117000	50,353	24228,9436577761
AT334	3380000	3095000	100,464	33643,8923395445
AT335	8461000	7748000	237,879	35568,5033147104
AT341	3436000	3146000	88,478	38834,5125341893
AT342	9693000	8876000	277,39	34943,5812394102
BE100	64190000	57332000	1048,491	61221,3171119256
BE211	40364000	36051000	969,563	41631,1266003344
BE212	11169000	9976000	319,107	35000,7991050024
BE213	13540000	12094000	427,037	31706,8544411843
BE221	13192000	11783000	401,919	32822,5338936452
BE222	5433000	4852000	229,441	23679,2901007231
BE223	3792000	3387000	195,33	19413,3005682691
BE231	5722000	5110000	269,489	21232,7775901799
BE232	4192000	3744000	190,338	22023,9783963265
BE233	1845000	1648000	80,864	22816,0862683023
BE234	19042000	17008000	516,609	36859,5978776986
BE235	3284000	2933000	118,101	27806,7078178847
BE236	6786000	6061000	233,083	29114,0924048515
BE241	22892000	20446000	584,416	39170,7277008159
BE242	13046000	11652000	475,816	27418,1616423155
BE251	8864000	7917000	275,599	32162,6711272537
BE252	1046000	934000	49,012	21341,7122337387
BE253	2699000	2410000	105,144	25669,5579395876
BE254	9147000	8169000	278,672	32823,534477809
BE255	3729000	3331000	149,287	24978,7322405836
BE256	4786000	4275000	143,616	33324,9777183601
BE257	2960000	2643000	89,584	33041,6145740311
BE258	1763000	1575000	59,573	29593,9435650379
BE310	12184000	10882000	373,492	32621,8499994645
BE321	1460000	1304000	82,725	17648,8365064974
BE322	10460000	9342000	423,204	24716,2125121691
BE323	5073000	4531000	250,431	20257,0767995975
BE324	1845000	1648000	71,411	25836,3557435129
BE325	3422000	3056000	181,217	18883,4380880381
BE326	2021000	1805000	148,178	13639,0017411492
BE327	3498000	3124000	142,931	24473,3472794565
BE331	2330000	2081000	105,77	22028,9306986858
BE332	15810000	14121000	597,478	26461,2253505568
BE334	1090000	973000	73,905	14748,663825181
BE335	4354000	3889000	202,4	21511,8577075099
BE336	1788000	1597000	74,169	24107,1067427092
BE341	1325000	1184000	56,392	23496,2406015038
BE342	867000	774000	44,012	19699,172952831
BE343	1318000	1177000	53,593	24592,7639803706
BE344	1378000	1231000	58,726	23464,9048121786
BE345	805000	719000	51,361	15673,3708455832
BE351	1830000	1635000	104,719	17475,3387637392
BE352	7670000	6850000	296,494	25868,988917145
BE353	995000	889000	64,167	15506,4129536989
BG311	289000	677000	112,604	2566,5162871657
BG312	442000	1033000	161,161	2742,599015891
BG313	756000	1770000	202,711	3729,4473412888
BG314	806000	1886000	297,928	2705,3516285814
BG315	490000	1147000	155,468	3151,7739985077
BG321	808000	1891000	278,764	2898,5091331736
BG322	497000	1164000	133,218	3730,7270789233
BG323	952000	2228000	253,008	3762,7268702966
BG324	376000	881000	136,062	2763,4460760536
BG325	332000	776000	130,898	2536,3259942856
BG331	2413000	5647000	459,613	5250,0690798563
BG332	600000	1405000	203,138	2953,6571197905
BG333	595000	1392000	196,559	3027,0809273552
BG334	365000	855000	132,771	2749,0943052323
BG341	1851000	4332000	420,095	4406,1462288292
BG342	504000	1180000	207,786	2425,5724639774
BG343	359000	840000	142,475	2519,7403053167
BG344	1603000	3751000	355,626	4507,5444427573
BG411	13296000	31117000	1240,788	10715,7709455604
BG412	920000	2153000	256,511	3586,5908284635
BG413	1046000	2449000	329,309	3176,3480500078
BG414	716000	1676000	138,773	5159,505091048
BG415	416000	972000	149,187	2788,4467145261
BG421	2456000	5747000	705,121	3483,0901363029
BG422	751000	1757000	261,726	2869,4130502892
BG423	906000	2121000	294,086	3080,731486708
BG424	455000	1065000	128,2	3549,1419656786
BG425	431000	1008000	156,652	2751,3214003013
CH011	30077000	24028000	672,039	44754,8430969036
CH012	10001000	7990000	298,58	33495,2106638087
CH013	22498000	17973000	438,177	51344,5479794695
CH021	38155000	30481000	962,982	39621,7167091389
CH022	8957000	7155000	263,241	34025,8546351062
CH023	9941000	7942000	250,24	39725,8631713555
CH024	7016000	5605000	169,782	41323,5796491972
CH025	2370000	1893000	69,555	34073,7545827043
CH031	16209000	12949000	185,227	87508,8405038142
CH032	12301000	9827000	269,145	45703,9885563544
CH033	24502000	19574000	581,562	42131,3634659761
CH040	73828000	58979000	1307,567	56462,1162816131
CH051	2171000	1734000	38,237	56777,4668514789
CH052	3526000	2817000	74,527	47311,7125337126
CH053	2063000	1648000	52,654	39180,3091882858
CH054	579000	463000	15,471	37424,8594143882
CH055	18341000	14652000	465,937	39363,6907993999
CH056	7990000	6383000	188,762	42328,4347485193
CH057	9222000	7367000	238,316	38696,5205861126
CH061	13520000	10801000	363,475	37196,5059495151
CH062	1454000	1162000	34,989	41555,9175740947
CH063	5707000	4559000	141,024	40468,2890855457
CH064	1112000	888000	33,997	32708,768420743
CH065	2104000	1681000	40,287	52225,28359024
CH066	7670000	6127000	109,141	70276,0649068636
CH070	11510000	9195000	328,58	35029,5209690182
CY000	17287000	19316000	789,269	21902,5452665694
CZ010	37176000	52877000	1212,097	30670,8126494827
CZ020	15901000	22617000	1201,827	13230,6896084045
CZ031	7582000	10785000	633,264	11972,8896637106
CZ032	6821000	9702000	561,074	12157,0416736473
CZ041	3017000	4291000	307,449	9813,0096373708
CZ042	9496000	13506000	831,18	11424,7214803051
CZ051	4501000	6402000	433,948	10372,2104952667
CZ052	6564000	9336000	552,212	11886,7391509058
CZ053	6057000	8616000	511,4	11843,9577630035
CZ063	5731000	8151000	513,677	11156,8164430177
CZ064	15775000	22437000	1140,534	13831,2404540329
CZ071	6852000	9747000	641,791	10676,3728378865
CZ072	7099000	10097000	590,78	12016,3174108805
CZ080	15308000	21773000	1249,897	12247,409186517
DE111	34225000	32855000	597,176	57311,4123809396
DE112	15299000	14686000	372,755	41043,0443588953
DE113	16887000	16211000	514,503	32821,9660526761
DE114	6757000	6486000	255,807	26414,4452653759
DE115	16482000	15822000	515,146	31994,8131209405
DE116	11324000	10871000	417,131	27147,3469965071
DE117	5262000	5052000	121,627	43263,4201287543
DE118	10589000	10165000	330,302	32058,5403660892
DE119	3663000	3516000	109,9	33330,3002729754
DE11A	6272000	6020000	189,288	33134,6942225603
DE11B	4232000	4062000	135,387	31258,5403325282
DE11C	3924000	3767000	133,449	29404,4916035339
DE11D	10096000	9692000	314,624	32089,0968266884
DE121	2448000	2350000	54,853	44628,3703717208
DE122	13908000	13351000	288,917	48138,3926871731
DE123	12833000	12319000	431,519	29739,1308378078
DE124	7555000	7252000	227,929	33146,2867822875
DE125	6461000	6203000	145,311	44463,2546744569
DE126	15415000	14798000	309,795	49758,7114059297
DE127	3742000	3592000	149,572	25018,0515069665
DE128	14414000	13837000	534,989	26942,6100349727
DE129	4402000	4225000	119,423	36860,5712467448
DE12A	3592000	3448000	159,644	22500,0626393726
DE12B	4617000	4433000	195,457	23621,5638222218
DE12C	3898000	3742000	121,865	31986,2142534772
DE131	8356000	8021000	219,43	38080,4812468669
DE132	5609000	5384000	250,183	22419,5888609538
DE133	3649000	3503000	157,629	23149,2935944528
DE134	13662000	13115000	417,754	32703,4570584602
DE135	4416000	4239000	141,551	31197,2363317815
DE136	6708000	6440000	209,709	31987,1822382444
DE137	4757000	4566000	135,306	35157,3470503895
DE138	8024000	7703000	275,12	29165,4550741495
DE139	6151000	5905000	222,528	27641,4653436871
DE13A	4232000	4062000	167,2	25311,004784689
DE141	8420000	8083000	281,58	29902,6919525534
DE142	5565000	5342000	217,482	25588,3245509973
DE143	5517000	5297000	191,531	28804,7365700592
DE144	6976000	6696000	121,434	57446,8435528765
DE145	5070000	4867000	190,212	26654,4697495426
DE146	6958000	6679000	189,089	36797,4868977043
DE147	7499000	7199000	206,759	36269,2796927824
DE148	9181000	8814000	276,47	33207,9429956234
DE149	3873000	3718000	132,419	29248,0686306346
DE211	7371000	7076000	123,055	59900,0446954614
DE212	73344000	70408000	1311,573	55920,6388054649
DE213	2449000	2351000	60,674	40363,2527936184
DE214	4765000	4574000	108,773	43806,8270618628
DE215	2770000	2659000	102,383	27055,2728480314
DE216	3316000	3183000	120,834	27442,6072132016
DE217	3002000	2882000	136,272	22029,4704708231
DE218	3153000	3027000	126,4	24944,6202531646
DE219	2730000	2621000	124,419	21941,9863525667
DE21A	2933000	2816000	124,876	23487,2994010058
DE21B	7712000	7403000	164,692	46826,8039734778
DE21C	4099000	3935000	201,148	20378,0301071848
DE21D	2104000	2020000	86,872	24219,5413942352
DE21E	2924000	2807000	113,311	25805,0851197148
DE21F	2814000	2701000	95,267	29538,0352063149
DE21G	3360000	3226000	110,536	30397,3366143157
DE21H	26951000	25872000	315,462	85433,4277979598
DE21I	2665000	2558000	91,067	29264,1681399409
DE21J	3235000	3105000	116,407	27790,4249744431
DE21K	6826000	6553000	248,047	27518,9782581527
DE21L	4958000	4759000	129,515	38281,2801605992
DE21M	5171000	4964000	170,546	30320,265500217
DE21N	3883000	3727000	131,317	29569,6672936482
DE221	2956000	2838000	62,629	47198,5821264909
DE222	2984000	2865000	50,741	58808,4586429121
DE223	2092000	2009000	44,625	46879,5518207283
DE224	3617000	3472000	117,594	30758,3720257836
DE225	1748000	1678000	80,427	21733,9948027404
DE226	2823000	2710000	113,088	24962,8607809847
DE227	4012000	3852000	148,286	27055,8245552513
DE228	4368000	4194000	188,462	23177,086096932
DE229	2007000	1927000	80,195	25026,4979113411
DE22A	3184000	3056000	118,8	26801,3468013468
DE22B	2102000	2018000	97,81	21490,64512831
DE22C	3794000	3642000	91,481	41473,0927733628
DE231	2039000	1958000	44,216	46114,5286774018
DE232	9854000	9460000	132,495	74372,6178346353
DE233	2064000	1981000	42,445	48627,6357639298
DE234	2229000	2140000	107,069	20818,3507831398
DE235	3670000	3523000	129,605	28316,8087650939
DE236	3923000	3765000	128,488	30532,0341199178
DE237	2166000	2079000	99,007	21877,2410031614
DE238	3677000	3529000	182,721	20123,5763814778
DE239	3933000	3775000	144,089	27295,6297843694
DE23A	1909000	1833000	76,549	24938,2748305007
DE241	3913000	3756000	69,884	55992,7880487665
DE242	3589000	3445000	73,097	49099,1422356595
DE243	2512000	2412000	41,283	60848,2910641184
DE244	1733000	1663000	47,744	36297,754691689
DE245	2752000	2641000	144,949	18985,9881751513
DE246	2043000	1961000	107,649	18978,346292116
DE247	2149000	2063000	90,244	23813,2174992243
DE248	2225000	2136000	113,389	19622,7147254143
DE249	2752000	2642000	103,686	26541,6739000444
DE24A	2079000	1995000	72,289	28759,562312385
DE24B	2127000	2042000	76,153	27930,6133704516
DE24C	2029000	1948000	69,045	29386,6319067275
DE24D	2105000	2020000	79,433	26500,3210252666
DE251	1916000	1839000	40,33	47508,0585172328
DE252	6538000	6276000	104,65	62474,9163879599
DE253	4601000	4417000	114,13	40313,6773854377
DE254	23345000	22410000	503,11	46401,3833952814
DE255	1147000	1101000	38,753	29597,7085644982
DE256	4719000	4530000	182,293	25886,8963701294
DE257	3346000	3212000	130,873	25566,7708389049
DE258	2434000	2337000	114,483	21260,7985465091
DE259	4327000	4154000	167,444	25841,475358926
DE25A	2286000	2195000	99,106	23066,2119346962
DE25B	2820000	2707000	125,24	22516,7678058128
DE25C	2304000	2211000	93,711	24586,2278707942
DE261	3746000	3596000	68,646	54569,8219852577
DE262	4081000	3918000	53,798	75857,8385813599
DE263	5884000	5649000	135,212	43516,8476170754
DE264	4408000	4232000	174,168	25308,8971567682
DE265	2629000	2524000	106,628	24655,8127321154
DE266	2307000	2215000	84,676	27245,0281071378
DE267	2100000	2016000	86,477	24283,9136417776
DE268	2500000	2400000	89,293	27997,7153864245
DE269	3457000	3319000	130,303	26530,4712861561
DE26A	3817000	3664000	130,148	29328,1494913483
DE26B	2007000	1926000	114,657	17504,3826369083
DE26C	3402000	3266000	160,761	21161,8489559035
DE271	11360000	10905000	262,992	43195,2302731642
DE272	1317000	1265000	42,043	31325,0719501463
DE273	2694000	2587000	61,703	43660,7620375022
DE274	2067000	1985000	41,021	50388,8252358548
DE275	2942000	2824000	127,785	23023,0465234574
DE276	6149000	5903000	240,976	25517,0639399774
DE277	2457000	2358000	94,759	25928,9355100835
DE278	4372000	4197000	121,691	35927,0611631098
DE279	5068000	4865000	164,135	30877,0219636275
DE27A	2163000	2077000	80,139	26990,6038258526
DE27B	3699000	3551000	134,462	27509,6309738067
DE27C	3526000	3385000	135,898	25945,9300357621
DE27D	4805000	4613000	130,035	36951,5899565502
DE27E	3775000	3624000	150,69	25051,4300882607
DE300	88066000	84540000	3416,255	25778,5206315102
DE411	1817000	1744000	61,969	29321,1121689877
DE412	3002000	2882000	177,589	16904,2001475317
DE413	3228000	3098000	191,64	16844,0826549781
DE414	4119000	3954000	201,945	20396,6426502265
DE415	3647000	3501000	188,035	19395,3253383679
DE416	2058000	1976000	105,812	19449,5898385816
DE417	1739000	1669000	85,705	20290,531474243
DE418	2784000	2673000	134,958	20628,64002134
DE421	1713000	1644000	72,954	23480,5493872851
DE422	3066000	2943000	102,811	29821,7116845474
DE423	4723000	4534000	150,833	31312,7763818263
DE424	4742000	4552000	161,699	29326,0935441778
DE425	2128000	2043000	117,522	18107,2480046289
DE426	2478000	2378000	155,359	15950,1541590767
DE427	2670000	2563000	127,278	20977,7023523311
DE428	3505000	3365000	204,51	17138,526233436
DE429	3054000	2931000	132,798	22997,3342972033
DE42A	3578000	3434000	162,32	22042,8782651552
DE501	23502000	22561000	547,769	42904,9471583825
DE502	3769000	3618000	115,313	32684,9531275745
DE600	86970000	83488000	1770,629	49118,1382435282
DE711	7697000	7389000	142,191	54131,4147871525
DE712	53260000	51127000	659,021	80816,848021535
DE713	4398000	4222000	118,245	37193,961689712
DE714	13165000	12638000	275,849	47725,3859901613
DE715	6651000	6385000	264,38	25156,9710265527
DE716	6360000	6106000	289,071	22001,5151986882
DE717	9107000	8743000	253,013	35994,1979265888
DE718	8470000	8131000	226,043	37470,7467163327
DE719	11054000	10611000	408,162	27082,3839553903
DE71A	9087000	8723000	225,426	40310,3457453887
DE71B	2227000	2138000	98,954	22505,4065525396
DE71C	11245000	10795000	336,671	33400,5601908094
DE71D	3794000	3642000	184,152	20602,5457230983
DE71E	7414000	7117000	299,054	24791,5092257586
DE721	7670000	7363000	255,776	29987,1762792443
DE722	7947000	7628000	258,063	30794,8059194848
DE723	4050000	3888000	173,754	23308,8159121517
DE724	7619000	7314000	252,187	30211,7079786032
DE725	2465000	2366000	113,479	21722,0807374052
DE731	8619000	8274000	193,803	44472,9957740592
DE732	6889000	6613000	219,055	31448,7229234667
DE733	3872000	3717000	125,211	30923,8006245458
DE734	5400000	5184000	240,728	22431,9563989233
DE735	4631000	4445000	187,058	24757,0272321954
DE736	4487000	4308000	166,053	27021,4931377331
DE737	2478000	2378000	107,156	23125,1633133002
DE801	1395000	1339000	53,845	25907,6980221005
DE802	2168000	2082000	66,735	32486,7011313404
DE803	5605000	5380000	200,413	27967,2476336365
DE804	3010000	2889000	95,855	31401,596160868
DE805	1696000	1628000	58,027	29227,7732779568
DE806	1203000	1155000	45,012	26726,2063449747
DE807	2337000	2244000	118,677	19692,1054627266
DE808	1506000	1446000	83,5	18035,9281437126
DE809	1989000	1909000	102,762	19355,4037484673
DE80A	2426000	2329000	126,099	19238,8520131008
DE80B	1169000	1122000	80,924	14445,6527111858
DE80C	1353000	1298000	66,503	20344,9468445033
DE80D	1740000	1671000	109,448	15897,9606753892
DE80E	1870000	1795000	118,677	15757,0548632001
DE80F	1754000	1684000	108,138	16220,0151658067
DE80G	1610000	1545000	99,959	16106,6037075201
DE80H	1364000	1309000	69,716	19565,0926616559
DE80I	1292000	1241000	75,392	17137,0967741936
DE911	8728000	8379000	245,81	35507,0989788861
DE912	3712000	3563000	105,32	35244,9677174326
DE913	9234000	8864000	120,009	76944,2291828113
DE914	2742000	2632000	174,401	15722,3869129191
DE915	6882000	6607000	261,26	26341,5754420883
DE916	3361000	3227000	148,091	22695,5047909731
DE917	1787000	1715000	95,871	18639,6303365981
DE918	2988000	2868000	144,044	20743,6616589375
DE919	2392000	2296000	80,3	29788,2938978829
DE91A	2585000	2482000	133,56	19354,5971847859
DE91B	2001000	1921000	124,652	16052,6906908834
DE922	5036000	4834000	215,142	23407,7957813909
DE923	4169000	4003000	157,867	26408,3057257058
DE925	6381000	6126000	288,623	22108,4251774807
DE926	1730000	1661000	76,103	22732,3495788602
DE927	2780000	2668000	124,895	22258,6973057368
DE928	3136000	3010000	164,172	19101,9175011573
DE929	39245000	37674000	1130,039	34728,8898878711
DE931	4201000	4033000	181,115	23195,2074648704
DE932	3573000	3430000	202,933	17606,7963317942
DE933	4305000	4133000	243,888	17651,5449714623
DE934	1008000	968000	50,465	19974,2395719806
DE935	3804000	3652000	176,445	21559,1260732806
DE936	1852000	1778000	112,679	16436,0706076554
DE937	3937000	3779000	165,074	23849,9097374511
DE938	3694000	3546000	141,692	26070,6320752054
DE939	5335000	5121000	197,091	27068,7144517
DE93A	2212000	2124000	95,983	23045,7476844858
DE93B	3342000	3208000	133,767	24983,7403843997
DE941	1610000	1545000	75,135	21428,096093698
DE942	2133000	2048000	51,714	41246,0842325096
DE943	6047000	5805000	159,563	37897,2568828613
DE944	6649000	6383000	162,87	40823,9700374532
DE945	2805000	2693000	82,192	34127,408993576
DE946	2636000	2531000	117,041	22522,0221973496
DE947	3500000	3359000	190,293	18392,6891688081
DE948	3860000	3706000	157,164	24560,3318826194
DE949	9179000	8811000	313,533	29276,0251711941
DE94A	1958000	1879000	100,779	19428,6508101886
DE94B	3225000	3096000	135,27	23841,206475937
DE94C	3635000	3490000	165,088	22018,5597984105
DE94D	2386000	2290000	126,131	18916,8404278092
DE94E	8140000	7814000	358,852	22683,4461003422
DE94F	4259000	4088000	134,404	31688,0449986608
DE94G	2566000	2463000	92,622	27704,001209216
DE94H	1107000	1062000	57,742	19171,4869592325
DEA11	42552000	40848000	581,122	73223,8669332774
DEA12	15321000	14708000	496,665	30847,7545226662
DEA13	22190000	21302000	582,14	38117,978493146
DEA14	7933000	7615000	236,516	33541,0712171692
DEA15	6889000	6613000	260,018	26494,319624026
DEA16	5833000	5599000	168,925	34530,116915791
DEA17	4792000	4601000	217,108	22071,9641837242
DEA18	3469000	3330000	113,935	30447,1847983499
DEA19	4041000	3879000	162,575	24856,2202060587
DEA1A	10405000	9989000	356,42	29193,0868076988
DEA1B	8576000	8233000	308,928	27760,5137766729
DEA1C	15227000	14618000	502,045	30329,950502445
DEA1D	15266000	14655000	444,515	34343,0480411235
DEA1E	7094000	6810000	303,331	23386,99308676
DEA1F	9752000	9361000	474,045	20571,886635235
DEA21	9139000	8773000	259,03	35281,6276107015
DEA22	13581000	13037000	316,416	42921,3440533981
DEA23	42856000	41140000	995,397	43054,1783830974
DEA24	6439000	6181000	161,345	39908,2710960984
DEA25	6676000	6409000	309,929	21540,4173213865
DEA26	6304000	6051000	270,725	23285,6219410841
DEA27	12835000	12322000	464,209	27649,1838805366
DEA28	4458000	4280000	192,973	23101,6774367399
DEA29	4660000	4473000	256,85	18142,8849523068
DEA2A	7905000	7588000	286,801	27562,6654021429
DEA2B	5759000	5529000	278,345	20690,1507122456
DEA2C	12623000	12118000	599,042	21071,9782586196
DEA31	2206000	2118000	118,597	18600,8077775998
DEA32	7263000	6972000	264,765	27431,8735482409
DEA33	12232000	11742000	272,951	44813,9043271503
DEA34	9962000	9563000	370,196	26910,0692606079
DEA35	4767000	4576000	221,381	21533,0132215502
DEA36	12991000	12471000	639,811	20304,4336530632
DEA37	10739000	10309000	445,019	24131,5539336523
DEA38	7012000	6732000	281,641	24896,9432717538
DEA41	10686000	10258000	324,912	32888,9053035899
DEA42	12167000	11680000	354,239	34346,8675103532
DEA43	6898000	6622000	252,949	27270,3193133794
DEA44	3196000	3068000	151,277	21126,807115424
DEA45	8803000	8450000	357,582	24618,1295479079
DEA46	9240000	8870000	319,401	28929,1517559432
DEA47	8532000	8190000	298,838	28550,5859361929
DEA51	11736000	11266000	381,542	30759,3921507986
DEA52	19003000	18242000	586,909	32378,1029086281
DEA53	6221000	5972000	193,748	32108,7185416108
DEA54	4310000	4138000	183,065	23543,5501051539
DEA55	3356000	3222000	168,454	19922,3526897551
DEA56	8378000	8043000	338,466	24752,8555305407
DEA57	7588000	7284000	273,898	27703,7437294175
DEA58	12793000	12281000	441,704	28962,8348396211
DEA59	4453000	4275000	140,973	31587,6089747682
DEA5A	9558000	9175000	288,441	33136,7593372648
DEA5B	8170000	7843000	307,159	26598,6020269632
DEA5C	9499000	9119000	419,353	22651,5608568438
DEB11	5403000	5186000	106,087	50929,8971598782
DEB12	2485000	2386000	129,096	19249,2408750077
DEB13	2939000	2822000	134,912	21784,570683112
DEB14	3738000	3588000	157,471	23737,7040851966
DEB15	1891000	1815000	86,469	21869,1091605084
DEB16	1421000	1364000	64,863	21907,7131800873
DEB17	4968000	4769000	212,944	23330,077391239
DEB18	4513000	4332000	183,618	24578,2003942969
DEB19	2650000	2544000	104,263	25416,4948255853
DEB1A	2440000	2342000	126,258	19325,5080866163
DEB1B	5238000	5028000	201,938	25938,654438491
DEB21	3937000	3779000	103,888	37896,5809333128
DEB22	2815000	2702000	113,043	24902,0284316587
DEB23	2194000	2107000	95,219	23041,6198447789
DEB24	1428000	1371000	62,813	22734,1473898715
DEB25	2336000	2243000	141,009	16566,3184619421
DEB31	1363000	1309000	47,09	28944,5742195795
DEB32	3570000	3427000	97,77	36514,2681804234
DEB33	1460000	1402000	43,063	33903,8153403153
DEB34	9482000	9103000	163,777	57895,79733418
DEB35	8178000	7851000	198,118	41278,4300265498
DEB36	1259000	1209000	53,683	23452,4896149619
DEB37	1339000	1285000	41,875	31976,1194029851
DEB38	1846000	1772000	50,673	36429,6568192134
DEB39	2264000	2174000	82,29	27512,4559484749
DEB3A	1382000	1327000	34,719	39805,2939312768
DEB3B	2495000	2395000	125,697	19849,3201906171
DEB3C	2452000	2354000	134,341	18252,0600561258
DEB3D	1638000	1572000	77,877	21033,1676875072
DEB3E	3507000	3367000	125,822	27872,7090651873
DEB3F	1723000	1654000	107,875	15972,1900347625
DEB3G	1170000	1123000	74,876	15625,8347133928
DEB3H	2058000	1976000	109,957	18716,4073228626
DEB3I	2042000	1960000	149,202	13686,1436173778
DEB3J	4769000	4578000	201,451	23673,2505671354
DEB3K	1355000	1301000	101,596	13337,1392574511
DEC01	12206000	11717000	336,826	36238,2951434865
DEC02	2306000	2214000	106,001	21754,5117498892
DEC03	2883000	2768000	141,426	20385,2191251962
DEC04	6794000	6522000	207,723	32707,0184813429
DEC05	4725000	4535000	151,859	31114,3890055907
DEC06	1957000	1879000	92,763	21096,7734980542
DED11	6856000	6582000	244,951	27989,2713236525
DED12	1625000	1560000	67,613	24033,8396462219
DED13	2973000	2854000	95,841	31020,1270854853
DED14	1433000	1375000	81,438	17596,2081583536
DED15	3031000	2909000	131,431	23061,5303847646
DED16	3543000	3401000	141,622	25017,2995721004
DED17	3375000	3240000	186,059	18139,4073922788
DED18	1324000	1271000	86,667	15276,8643197526
DED19	2562000	2459000	127,96	20021,8818380744
DED1A	1519000	1458000	87,237	17412,3365085915
DED1B	2204000	2115000	127,229	17323,0945774941
DED1C	1880000	1804000	125,675	14959,2202108613
DED21	15289000	14676000	507,513	30125,3366908828
DED22	1176000	1129000	56,724	20731,9653056907
DED23	664000	638000	40,294	16478,8802303072
DED24	3027000	2906000	146,197	20704,9392258391
DED25	3139000	3013000	148,268	21171,1225618475
DED26	1844000	1770000	93,239	19777,1318868714
DED27	2500000	2400000	111,075	22507,3148773351
DED28	2346000	2252000	138,772	16905,4276078748
DED29	2248000	2158000	137,01	16407,5614918619
DED2A	2136000	2050000	120,645	17704,8365037921
DED2B	2892000	2776000	146,979	19676,2802849387
DED31	13721000	13172000	510,512	26876,9392296361
DED32	2526000	2425000	120,775	20914,9244462844
DED33	1573000	1510000	70,533	22301,6176825032
DED34	2740000	2630000	145,366	18848,9743131131
DED35	2412000	2316000	129,166	18673,6447671988
DED36	1811000	1738000	93,409	19387,8534188354
DEE01	2176000	2089000	89,934	24195,5211599618
DEE02	5447000	5229000	234,295	23248,4688106874
DEE03	6538000	6277000	230,14	28408,7946467368
DEE04	1969000	1890000	93,323	21098,7645060703
DEE05	4252000	4082000	184,877	22999,075060716
DEE06	2046000	1964000	99,693	20523,0056272757
DEE07	4306000	4134000	185,457	23218,3201496843
DEE08	4108000	3944000	201,932	20343,4819642256
DEE09	4886000	4690000	241,017	20272,4289158026
DEE0A	2561000	2459000	158,223	16186,0159395284
DEE0B	5393000	5177000	203,989	26437,7000720627
DEE0C	4419000	4242000	219,222	20157,6484111996
DEE0D	2536000	2434000	127,464	19895,8137199523
DEE0E	2770000	2659000	142,906	19383,3708871566
DEF01	3132000	3007000	87,792	35675,2323674139
DEF02	8970000	8611000	236,902	37863,7580096411
DEF03	6233000	5983000	211,541	29464,7373322429
DEF04	2397000	2301000	77,595	30891,165667891
DEF05	3024000	2902000	136,451	22161,8016723952
DEF06	3672000	3525000	187,094	19626,4979101414
DEF07	4602000	4417000	166,727	27602,0080730775
DEF08	4119000	3954000	205,688	20025,4754774221
DEF09	8542000	8200000	301,32	28348,5994955529
DEF0A	2174000	2087000	135,422	16053,5215843807
DEF0B	6054000	5812000	272,488	22217,4921464431
DEF0C	3782000	3630000	199,101	18995,3842522137
DEF0D	6487000	6227000	258,336	25110,7085346216
DEF0E	3554000	3411000	134,664	26391,6117150835
DEF0F	6768000	6497000	226,252	29913,547725545
DEG01	6301000	6048000	202,929	31050,2688132302
DEG02	2336000	2243000	101,618	22988,0532976441
DEG03	3492000	3352000	102,752	33984,7399563999
DEG04	1012000	971000	41,015	24673,8997927587
DEG05	1427000	1369000	64,72	22048,825710754
DEG06	2061000	1978000	107,924	19096,7718023795
DEG07	1862000	1787000	91,762	20291,6239837841
DEG09	2252000	2162000	111,643	20171,4393199753
DEG0A	1458000	1400000	85,362	17080,19962044
DEG0B	2707000	2598000	134,262	20162,0711742712
DEG0C	3125000	3000000	141,405	22099,6428697712
DEG0D	1389000	1333000	75,257	18456,7548533691
DEG0E	1237000	1187000	69,425	17817,7889809147
DEG0F	2492000	2392000	114,445	21774,6515793613
DEG0G	1573000	1510000	86,568	18170,6866278532
DEG0H	1298000	1246000	62,384	20806,6170813029
DEG0I	2691000	2584000	121,542	22140,4946438268
DEG0J	1736000	1666000	88,935	19519,8740653286
DEG0K	1980000	1901000	90,91	21779,782202178
