ID	gdp_2008	gdp_pps_2008	pop_t_2008	gdppercapita
UKJ22	9530000	9259000	510,263	18676,6432212408
UKJ23	41443000	40267000	1095,872	37817,3728318636
UKJ24	21490000	20880000	785,842	27346,4640474803
UKJ31	6401000	6219000	198,01	32326,6501691834
UKJ32	6853000	6659000	232,482	29477,5509501811
UKJ33	39361000	38244000	1278,894	30777,3748254351
UKJ34	2446000	2377000	139,8	17496,4234620887
UKJ41	4651000	4519000	252,756	18401,1457690421
UKJ42	34800000	33813000	1395,814	24931,688606075
UKK11	16600000	16129000	423,434	39203,2760713594
UKK12	20282000	19706000	641,912	31596,2312591134
UKK13	16804000	16327000	585,362	28707,0223212303
UKK14	8531000	8289000	194,256	43916,2754303599
UKK15	11648000	11318000	452,152	25761,2484297316
UKK21	9345000	9080000	304,614	30678,1697492564
UKK22	8600000	8356000	405,546	21205,9790997815
UKK23	12548000	12192000	522,935	23995,3340281297
UKK30	10260000	9969000	530,035	19357,2122595678
UKK41	6020000	5849000	254,984	23609,3245066357
UKK42	2397000	2329000	134,014	17886,1909949707
UKK43	17087000	16602000	745,198	22929,4764612895
UKL11	1121000	1089000	68,781	16298,1055814833
UKL12	2327000	2261000	118,588	19622,5587749182
UKL13	3675000	3571000	207,739	17690,4673652997
UKL14	6519000	6334000	373,994	17430,7609212982
UKL15	4936000	4796000	289,974	17022,2157848635
UKL16	5488000	5333000	331,457	16557,2004815104
UKL17	5695000	5533000	270,978	21016,4662813955
UKL18	5191000	5044000	229,468	22621,8906339882
UKL21	6381000	6200000	227,044	28104,6845545357
UKL22	14916000	14493000	451,874	33009,2016801144
UKL23	6940000	6743000	281,894	24619,1830971926
UKL24	2329000	2263000	131,322	17735,0329723885
UKM21	6391000	6209000	252,402	25320,7185363032
UKM22	8373000	8136000	411,379	20353,4939800038
UKM23	3555000	3454000	175,308	20278,5953864056
UKM24	2128000	2068000	111,932	19011,5427223672
UKM25	23385000	22721000	469,852	49770,9917165405
UKM26	4280000	4158000	151,135	28319,0525027293
UKM27	6157000	5982000	231,43	26604,1567644644
UKM28	4918000	4778000	168,637	29163,2322681262
UKM31	4053000	3938000	222,342	18228,6747443128
UKM32	3113000	3025000	148,441	20971,2949926233
UKM33	4311000	4189000	248,909	17319,5826587227
UKM34	24984000	24275000	583,092	42847,4408841143
UKM35	7728000	7508000	339,868	22738,239551826
UKM36	7695000	7477000	325,1	23669,6401107352
UKM37	2824000	2744000	111,676	25287,4386618432
UKM38	6843000	6649000	309,796	22088,7293573836
UKM50	18226000	17709000	450,139	40489,7153990212
UKM61	1813000	1762000	90,818	19963,0029289348
UKM62	4573000	4444000	183,266	24952,8008468565
UKM63	2058000	1999000	102,702	20038,5581585558
UKM64	523000	508000	26,242	19929,8833930341
UKM65	465000	451000	19,868	23404,4694986914
UKM66	636000	618000	21,964	28956,4742305591
UKN01	12641000	12282000	267,976	47172,1348180434
UKN02	7139000	6937000	381,088	18733,2059786716
UKN03	9075000	8818000	430,134	21098,0764133968
UKN04	4968000	4827000	286,294	17352,7911866822
UKN05	7672000	7454000	401,808	19093,6964918568
